Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
833,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,518,santa rosa,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,1,0.0,Green,1,ft,157.8864,157.8864,157.8864
834,Arabica,troy quimby,Costa Rica,estate la patricia,1900,tarrazu,15,46 kg,2016,"February 13th, 2017",Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0.0,1,0.0,Green,4,m,1900.0,1900.0,1900.0
835,Arabica,gabriel barbara,Brazil,helena,973,Minas Gerais,200,59 kg,2016,"January 20th, 2017",Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.11,0,1.0,Green,3,m,973.0,973.0,973.0
836,Arabica,aulia arif syahri,Indonesia,mudar,1250,bali,166,30 kg,2015,"January 19th, 2017",Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,0,1.0,Green,0,m,1250.0,1250.0,1250.0
837,Arabica,juan luis alvarado romero,Guatemala,chapultepec,3280,norte,130,69 kg,2015,"August 2nd, 2016",Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,2,0.0,Green,6,m,3280.0,3280.0,3280.0
838,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,0.0,0,0.0,Green,1,m,1.0,1.0,1.0
839,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,300,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,0.0,0,0.0,Green,0,m,1.0,1.0,1.0
840,Arabica,u mg mg,Myanmar,wat-ka-bu,4001,ywar ngan,1,2 kg,2015,"July 17th, 2015",Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.0,0,0.0,Green,2,m,4001.0,4001.0,4001.0
841,Arabica,viridiana,Mexico,rancho bonito,1350-1500,chiapas,250,2 kg,2015,"June 25th, 2015",Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,0,0.0,Green,7,m,1350.0,1500.0,1425.0
842,Arabica,cadexsa,Honduras,cerro bueno,1400 msnm,La Paz,275,1 kg,2015,"May 12th, 2015",Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,0,0.0,Green,1,m,1400.0,1400.0,1400.0
843,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,1200-1400 masl,tres rios,275,18975 kg,2015,"May 7th, 2015",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,0,0.0,Green,0,m,1200.0,1400.0,1300.0
844,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,700m,"dongshan dist., tainan city 臺南市東山區",8,5 kg,2014,"April 30th, 2015",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,0,0.0,Green,0,m,700.0,700.0,700.0
845,Arabica,essencecoffee,Indonesia,dozen small farmer,1300m,Sumatra,300,10 kg,2014,"March 21st, 2015",Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,2,0.0,None,6,m,1300.0,1300.0,1300.0
846,Arabica,afca,Malawi,kakoma,1556m,kakoma,24,60 kg,2014,"October 31st, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,0,0.0,Green,0,m,1556.0,1556.0,1556.0
847,Arabica,ipanema coffees,Brazil,rio verde,1100,Sul de Minas,320,2 kg,2014/2015,"October 15th, 2014",Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0
848,Arabica,,Honduras,gran manzana y el aguacate,1350,comayagua,275,1 kg,2014,"May 16th, 2014",Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,0,0.0,Green,4,m,1350.0,1350.0,1350.0
849,Arabica,kurt kappeli,Mexico,various,1550 meters,chiapas,280,2 kg,2014,"April 26th, 2014",Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,0,0.0,Green,0,m,1550.0,1550.0,1550.0
850,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1950 msnm,huila,50,70 kg,2013,"July 19th, 2013",Caturra,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,0.0,2,0.0,Bluish-Green,0,m,1600.0,1950.0,1775.0
851,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,19,100 lbs,2012,"March 6th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,0.0,1,0.0,Bluish-Green,1,ft,,,
852,Arabica,jacques pereira carneiro,Brazil,sertao farm,1250,Sul de Minas,300,60 kg,2012,"March 2nd, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0.0,Bluish-Green,0,m,1250.0,1250.0,1250.0
853,Arabica,juan luis alvarado romero,Guatemala,el sacramento,4300,santa rosa,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,0,0.0,Green,1,ft,1310.64,1310.64,1310.64
854,Arabica,christina dusing,Mexico,finca muxbal,1500,veracruz,302,1 kg,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,0,0.0,Green,2,m,1500.0,1500.0,1500.0
855,Arabica,jorge francisco martinez hachity,Mexico,el deseo,1250,Veracruz,15,1 kg,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,0,0.0,Green,10,m,1250.0,1250.0,1250.0
856,Arabica,nucoffee,Brazil,cianorte,900-950m,cerrado,58,60 kg,2011,"October 28th, 2011",Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,0.02,0,0.0,,2,m,900.0,950.0,925.0
857,Arabica,exportadora de cafe condor s.a,Colombia,,1600-1800 msnm,huila,250,70 kg,1t/2011,"June 14th, 2011",,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,0,0.0,,0,m,1600.0,1800.0,1700.0
859,Arabica,juan luis alvarado romero,Guatemala,las merceditas,1700,ocotepeque,50,69 kg,2017,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,0,1.0,Green,1,m,1700.0,1700.0,1700.0
860,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,1040,vietnam,1,2 kg,2014,"December 21st, 2015",Caturra,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,0.12,0,0.0,Bluish-Green,0,m,1040.0,1040.0,1040.0
861,Arabica,ngorogoro convenant estate,Tanzania,ngorogoro convenant estate,1500 - 1700,ngorogoro,1,60 kg,2014,"January 8th, 2015",Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,0,0.0,Bluish-Green,4,m,1500.0,1700.0,1600.0
862,Arabica,cafe politico,Brazil,,,,1,5 lbs,2013,"August 25th, 2014",,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,0.1,0,0.0,Bluish-Green,1,m,,,
863,Arabica,saul m. hernandez ramirez,Mexico,los magueyes,774,Hidalgo,10,1 kg,2012,"September 27th, 2012",Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,0.13,2,0.0,None,9,m,774.0,774.0,774.0
864,Arabica,sergio landa alarcon,Mexico,finca tepictla,1250,Veracruz,100,1 kg,2012,"September 10th, 2012",Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,0.13,0,0.0,Green,23,m,1250.0,1250.0,1250.0
865,Arabica,diego manuel woolrich ramirez,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",1100,oaxaca,42,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,0,0.0,Green,1,m,1100.0,1100.0,1100.0
866,Arabica,armando luis pohlenz martinez,Mexico,,1550,chiapas,250,1 kg,2012,"August 30th, 2012",Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,10,0.0,Green,14,m,1550.0,1550.0,1550.0
867,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante doña graciela,1650,chiapas,28,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,0,0.0,,1,m,1650.0,1650.0,1650.0
868,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2011,"December 22nd, 2011",Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,0.0,0,0.0,Green,1,m,1750.0,1750.0,1750.0
869,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,275,70 kg,Mayo a Julio,"October 4th, 2011",,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,0.08,0,0.0,,0,m,1600.0,1950.0,1775.0
870,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,890,Sul de Minas,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,Green,5,m,890.0,890.0,890.0
871,Arabica,juan luis alvarado romero,Guatemala,las merceditas,1700,ocotepeque,50,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,0,0.0,Green,1,m,1700.0,1700.0,1700.0
872,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,4000,santa rosa,80,69 kg,2017,"June 5th, 2017",Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,1.0,Green,3,ft,1219.2,1219.2,1219.2
873,Arabica,cadexsa,Honduras,bethel,1450,La Paz,275,69 kg,2016,"May 2nd, 2016",Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,Blue-Green,2,m,1450.0,1450.0,1450.0
874,Arabica,taylor winch (coffee) ltd.,Tanzania,ngima,1800,mbinga,320,60 kg,2016,"April 27th, 2016",,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0.0,0,0.0,Green,1,m,1800.0,1800.0,1800.0
877,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,0.0,0,0.0,Green,0,m,1.0,1.0,1.0
878,Arabica,dae ltd company,Tanzania,multiple,1200-1800m,mbinga,20,60 kg,2014,"January 2nd, 2015",Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,0.0,Green,0,m,1200.0,1800.0,1500.0
879,Arabica,tembo coffee company ltd,Tanzania,ilomba 1,1700,"ilomba vilage, mbozi",10,60 kg,2013,"December 15th, 2014",Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,0,0.0,Green,7,m,1700.0,1700.0,1700.0
880,Arabica,ipanema coffees,Brazil,rio verde,1260,Sul de Minas,300,2 kg,2014/2015,"October 16th, 2014",Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.1,0,0.0,Green,2,m,1260.0,1260.0,1260.0
881,Arabica,chris finch,Indonesia,,,bener meriah,320,4 kg,2013,"May 23rd, 2014",Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.11,0,0.0,Bluish-Green,0,m,,,
882,Arabica,,Honduras,gran manzana y el aguacate,1400,comayagua,275,1 kg,2014,"May 16th, 2014",Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,0,0.0,Green,5,m,1400.0,1400.0,1400.0
883,Arabica,"ceca, s.a.",Costa Rica,gamboa,1850,tarrazu,275,69 kg,2013,"April 26th, 2014",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,0,0.0,Green,3,m,1850.0,1850.0,1850.0
884,Arabica,dane loraas,Mexico,,,veracruz,320,5 lbs,2014,"April 2nd, 2014",,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,7.42,81.67,0.0,0,0.0,Green,4,m,,,
885,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,mu he zi coffee 木盒子咖啡園,150 m,changhua baguashan 彰化市八卦山,10,30 kg,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,Green,0,m,150.0,150.0,150.0
886,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xin ka fei 國昕咖啡,750 m,nantou,10,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,Green,0,m,750.0,750.0,750.0
887,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,1400,chiapas,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,0.12,0,0.0,Green,6,m,1400.0,1400.0,1400.0
888,Arabica,juan luis alvarado romero,Guatemala,finca el morito,5500-6000 psnm,jalapa,275,69 kg,2012,"October 5th, 2012",Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,0.11,0,0.0,Green,4,ft,1676.4,1828.8,1752.6
889,Arabica,virginia gordillo gordillo,Mexico,finca cafetalera la suiza,1650,chiapas,100,1 kg,2012,"September 11th, 2012",Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,0.13,1,0.0,Green,13,m,1650.0,1650.0,1650.0
890,Arabica,jose luis munoz guerrero,Mexico,,1400,chiapas,15,1 kg,2012,"August 30th, 2012",Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,0.11,0,0.0,Green,4,m,1400.0,1400.0,1400.0
891,Arabica,christina dusing,Mexico,ucipa santa catarina,1200,veracruz,275,1 kg,2012,"July 27th, 2012",Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,0.11,0,0.0,Green,2,m,1200.0,1200.0,1200.0
892,Arabica,alfredo bojalil,Mexico,finca nueva linda,1400,chiapas,250,1 kg,2012,"April 2nd, 2012",Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,0.11,0,0.0,Green,2,m,1400.0,1400.0,1400.0
893,Arabica,miguel cortes moreno,Mexico,sacún palma,940,"sacún palma, municipio de chilón, chiapas",12,1 kg,2012,"February 29th, 2012",Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,0.11,0,0.0,Green,4,m,940.0,940.0,940.0
894,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,13,100 lbs,2012,"February 8th, 2012",Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,0.1,1,0.0,Green,1,ft,,,
895,Arabica,mdh,Honduras,various,1200,western region,275,69 kg,2018,"January 19th, 2018",Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,0.11,0,1.0,Blue-Green,3,m,1200.0,1200.0,1200.0
896,Arabica,juan luis alvarado romero,Guatemala,la esperanza,190164,huehuetenango,25,69 kg,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,0,0.0,Green,0,m,190164.0,190164.0,190164.0
897,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,800,nantou,20,50 kg,2016,"July 15th, 2016",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,0,0.0,Blue-Green,0,m,800.0,800.0,800.0
898,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,1.3,turrialba,250,69 kg,2015,"February 3rd, 2015",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,0,0.0,Green,1,m,13.0,13.0,13.0
899,Arabica,acacia hills ltd,Tanzania,acacia hills,1800,"oldeani , mongola",100,60 kg,2014,"December 18th, 2014",Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,0,0.0,Green,5,m,1800.0,1800.0,1800.0
900,Arabica,afca,Malawi,kavuzi,1100m,mzuzu,10,60 kg,2014,"October 31st, 2014",Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,0,0.0,Green,0,m,1100.0,1100.0,1100.0
901,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jacob's estate 雅谷咖啡,850 m,nantou,50,20 kg,2014,"August 25th, 2014",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,0.0,0,0.0,,0,m,850.0,850.0,850.0
902,Arabica,ipanema coffees,Brazil,rio verde,1260,Sul de Minas,300,60 kg,2013/2014,"November 6th, 2013",Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,0.12,0,0.0,Blue-Green,3,m,1260.0,1260.0,1260.0
903,Arabica,juan luis alvarado romero,Guatemala,el morito,4300,santa rosa,250,69 kg,2013,"July 16th, 2013",Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,0.12,0,0.0,Green,1,ft,1310.64,1310.64,1310.64
904,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,1400,chiapas,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,81.58,0.12,0,0.0,Green,9,m,1400.0,1400.0,1400.0
905,Arabica,enrique eduardo lopez aguilar,Mexico,las nubes - pante don jaime,1600,chiapas,28,1 kg,2012,"June 6th, 2012",Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.58,0.11,0,0.0,,0,m,1600.0,1600.0,1600.0
906,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don jaime,1650,chiapas,28,1 kg,2012,"June 6th, 2012",Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,81.58,0.11,0,0.0,,2,m,1650.0,1650.0,1650.0
907,Arabica,doi chaang coffee company,Thailand,"doi chaang coffee original co.,ltd",4921ft,chiang rai,12,50 kg,2011,"November 16th, 2011",,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,81.58,0.01,0,0.0,,0,ft,1499.9208,1499.9208,1499.9208
909,Arabica,benjamin schmerler,Costa Rica,,4500-6000 feet,tarrazu,1,60 kg,,"June 14th, 2011",,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,81.58,0.0,0,0.0,,1,ft,1371.6,1828.8,1600.2
910,Arabica,juan luis alvarado romero,Guatemala,las delicias,4000,santa rosa,50,69 kg,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,0,0.0,Green,0,ft,1219.2,1219.2,1219.2
911,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,1100,jalapa,550,69 kg,2017,"June 20th, 2017",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0.0,Green,3,m,1100.0,1100.0,1100.0
912,Arabica,elsy reyes,Honduras,las cuchillas,1400,comayagua,275,69 kg,2017,"June 3rd, 2017",Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,0.1,0,0.0,Green,5,m,1400.0,1400.0,1400.0
914,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,谷泉咖啡莊園,160-200m,古坑鄉荷包村尖山坑60號,123,2 kg,2015,"September 17th, 2015",Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,0.12,0,0.0,Green,2,m,160.0,200.0,180.0
915,Arabica,genius coffee,Myanmar,mixed,4000 ft,ywar ngan,1,1 kg,2015,"July 17th, 2015",Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.0,0,0.0,Green,4,ft,1219.2,1219.2,1219.2
916,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,1200 msm,occidental,250,1 kg,2014,"January 7th, 2015",Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,1,0.0,Green,2,m,1200.0,1200.0,1200.0
917,Arabica,afca,Malawi,chinongo,1599m,mzuzu,15,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,0.12,0,0.0,Green,0,m,1599.0,1599.0,1599.0
918,Arabica,juan luis alvarado romero,Guatemala,various,4000 psnm,santa rosa,250,69 kg,2014,"September 23rd, 2014",Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Green,0,ft,1219.2,1219.2,1219.2
919,Arabica,"lin, che-hao krude 林哲豪",Taiwan,good mood coffee 馨晴咖啡        ,900 m,nantou,50,20 kg,2014,"August 18th, 2014",Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,81.5,0.11,0,0.0,Blue-Green,0,m,900.0,900.0,900.0
920,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,1200,Sul de Minas,300,60 kg,2014,"July 29th, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0.0,1,0.0,Green,1,m,1200.0,1200.0,1200.0
921,Arabica,myriam kaplan-pasternak,Haiti,mixed,400-1250m,Dondon,300,4 lbs,2013,"May 5th, 2014",Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0.0,Bluish-Green,0,m,400.0,1250.0,825.0
922,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,xu yuan zhang 徐源漳,600 m,taichung xinshe 台中市新社區,5,30 kg,2013/2014,"December 26th, 2013",Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.11,0,0.0,Green,0,m,600.0,600.0,600.0
923,Arabica,alfredo bojalil,Mexico,nueva linda,1150,chiapas,250,1 kg,2013,"March 11th, 2013",Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,81.5,0.13,0,0.0,Green,2,m,1150.0,1150.0,1150.0
924,Arabica,alfredo bojalil,Mexico,productor independiente guadalupe victoria,1600,chiapas,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Green,5,m,1600.0,1600.0,1600.0
925,Arabica,jose luis munoz guerrero,Mexico,santa maria temaxcalapa,1100,oaxaca,30,1 kg,2012,"August 29th, 2012",Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,81.5,0.12,0,0.0,Green,10,m,1100.0,1100.0,1100.0
926,Arabica,jose luis munoz guerrero,Mexico,canoa manzanillo,1000,colima,20,1 kg,2012,"August 1st, 2012",Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,81.5,0.11,0,0.0,Green,6,m,1000.0,1000.0,1000.0
927,Arabica,tomas edelmann blass,Mexico,hamburgo 7 arroyos,1250,chiapas,50,80 kg,2012,"July 26th, 2012",Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,81.5,0.13,0,0.0,Green,5,m,1250.0,1250.0,1250.0
928,Arabica,maria de la paz aguilar guillen,Mexico,el romance azul,1100,Guerrero,15,1 kg,2012,"July 26th, 2012",Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,81.5,0.11,0,0.0,Green,3,m,1100.0,1100.0,1100.0
929,Arabica,specialty coffee association of indonesia,Indonesia,"ijen highland, east java",1200-1600masl,ijen,10,60 kg,2012,"May 24th, 2012",Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,81.5,0.12,0,0.0,Green,0,m,1200.0,1600.0,1400.0
