Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Aroma_Bucket,Flavor_Bucket,Aftertaste_Bucket,Acidity_Bucket,Body_Bucket,Balance_Bucket,Uniformity_Bucket,Clean.Cup_Bucket,Sweetness_Bucket,Category.One.Defects_Bucket,Category.Two.Defects_Bucket,CoffeeScore_Bucket
417,Arabica,troy quimby,Costa Rica,estate la patricia,1900,tarrazu,29,46 kg,2016,"January 30th, 2017",Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,0,m,1900.0,1900.0,1900.0,Low,Average,High,Average,Average,Average,Low,Low,Low,Low,Low,High
418,Arabica,rodrigo soto,Costa Rica,coopellanobonito,,tarrazu,275,69 kg,2015,"September 20th, 2016",,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,,0,m,,,,High,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,High
419,Arabica,juan luis alvarado romero,Guatemala,linda vista,2100,santa rosa,275,0 kg,2016,"August 12th, 2016",Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,Green,7,m,2100.0,2100.0,2100.0,Low,Average,Average,High,Average,Average,Low,Low,Low,Low,High,High
420,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmers group,,mt elgon,150,9000 kg,2015,"May 19th, 2016",SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,0,0.0,Green,1,m,,,,Low,Average,High,Low,Average,Average,Low,Low,Low,Low,Low,High
422,Arabica,carcafe ltda ci,Colombia,,442 msnm,huila,304,35 kg,2015/2016,"November 27th, 2015",Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,0,0.0,Green,2,m,442.0,442.0,442.0,Average,Average,High,Low,High,High,Low,Low,Low,Low,Average,High
423,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los charcos,1261,cuarenteño,11,2 kg,2015,"July 14th, 2015",Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,0.0,Bluish-Green,2,m,1261.0,1261.0,1261.0,High,High,Average,Average,Average,Average,Low,Low,Low,Low,Average,High
424,Arabica,"lin, che-hao krude 林哲豪",Taiwan,sunshine valley estate 向陽高山咖啡,1000 m,nantou,10,15 kg,2015,"June 18th, 2015",Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,Blue-Green,0,m,1000.0,1000.0,1000.0,Average,Average,Average,Average,Average,High,Low,Low,Low,Low,Low,High
425,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,以勒咖啡,800公尺,南投國姓,10,60 kg,2014,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0.0,Green,0,m,800.0,800.0,800.0,High,High,High,Average,Average,Low,Low,Low,Low,Low,Low,High
426,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1483,eje cafetero,250,70 kg,2014,"June 24th, 2014",Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,0,0.0,Green,0,m,1483.0,1483.0,1483.0,Average,Average,Average,Average,Average,High,Low,Low,Low,Low,Low,High
427,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500 msnm,antigua,26,69 kg,2014,"March 7th, 2014",Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,0.0,Green,1,m,1500.0,1500.0,1500.0,Low,Average,High,Average,Average,Average,Low,Low,Low,Low,Low,High
428,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,275,70 kg,2013,"August 2nd, 2013",Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,1,m,1750.0,1750.0,1750.0,High,Average,High,Low,Average,Average,Low,Low,Low,Low,Low,High
429,Arabica,calixto guillen vazquez,Mexico,various,1300,chiapas,200,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,0.0,Green,6,m,1300.0,1300.0,1300.0,Average,High,Average,Average,Average,Average,Low,Low,Low,Low,High,High
430,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,11,100 lbs,2012,"March 21st, 2013",Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,0,0.0,Bluish-Green,4,ft,,,,Average,High,High,High,High,Average,Low,Low,Low,Low,Average,High
431,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,,veracruz,10,1 kg,2012,"August 1st, 2012",Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,0,0.0,Green,7,m,,,,High,Average,High,Average,Average,Average,Low,Low,Low,Low,High,High
432,Arabica,modesto landeros flores,Mexico,mata larga,1000,fortín de las flores,54,1 kg,2012,"July 11th, 2012",Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Blue-Green,0,m,1000.0,1000.0,1000.0,High,High,Average,High,Low,Average,Low,Low,Low,Low,Low,High
433,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,4300,santa rosa,250,1 kg,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,Green,9,ft,1310.64,1310.64,1310.64,High,Average,Low,High,Low,High,Low,Low,Low,Low,High,High
434,Arabica,nucoffee,Brazil,água limpa,1200m,grama valley,30,60 kg,2012,"February 23rd, 2012",Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Blue-Green,1,m,1200.0,1200.0,1200.0,High,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,High
435,Arabica,exportadora de cafe condor s.a,Colombia,,175,huila,250,70 kg,2012,"February 22nd, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Green,1,m,175.0,175.0,175.0,Average,Average,High,Low,High,Average,Low,Low,Low,Low,Low,High
436,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,la plata,175,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,m,1600.0,1950.0,1775.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,High
437,Arabica,exportadora de cafe condor s.a,Colombia,,1600-1800msnm,huila,250,70 kg,1T/2011,"June 14th, 2011",,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,0,0.0,,0,m,1600.0,1800.0,1700.0,High,High,Low,Low,High,Average,Low,Low,Low,Low,Low,High
438,Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,250,70 kg,4t/2010,"February 22nd, 2011",,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,0,0.0,,1,m,1880.0,1880.0,1880.0,High,Average,High,Low,Average,Average,Low,Low,Low,Low,Low,High
439,Arabica,exportadora de cafe condor s.a,Colombia,,1800 m.s.n.m,cundinamarca,250,70 kg,4T/2010,"January 17th, 2011",,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,0,0.0,,1,m,1800.0,1800.0,1800.0,High,High,Average,Low,Low,Average,Low,Low,Low,Low,Low,High
440,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,890,Sul de Minas,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,m,890.0,890.0,890.0,Average,Low,Average,Average,Average,Average,Low,Low,Low,Low,Average,Average
441,Arabica,juan luis alvarado romero,Guatemala,beneficio el torreon,1901,santa rosa,275,69 kg,2017,"August 24th, 2017",Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,1,m,1901.0,1901.0,1901.0,Average,Average,Low,Average,High,Average,Low,Low,Low,Low,Low,Average
442,Arabica,taylor winch (t) ltd,Tanzania,mamsera,16.8,moshi,320,60 kg,2016,"June 20th, 2017",Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,3,m,168.0,168.0,168.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Average,Average
444,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,1550,dala,1,2 kg,2017,"May 8th, 2017",Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,0,0.0,None,0,m,1550.0,1550.0,1550.0,Average,Low,Low,Low,Average,High,Low,Low,Low,Low,Low,Average
445,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500,antigua,250,1500 kg,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,2,2.0,Green,3,m,1500.0,1500.0,1500.0,Average,High,Average,High,Average,Average,Low,Low,Low,High,Average,Average
446,Arabica,cadexsa,Honduras,bethel,1450,La Paz,275,69 kg,2016,"May 2nd, 2016",Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,Blue-Green,1,m,1450.0,1450.0,1450.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
447,Arabica,yunnan coffee exchange,China,chen lin,1200,yunnan,3,60 kg,2015,"April 6th, 2016",Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,0,m,1200.0,1200.0,1200.0,Low,Average,Low,Average,Average,Average,Low,Low,Low,Low,Low,Average
448,Arabica,yunnan coffee exchange,China,yunnan success trade co.ltd,1600,dehong prefecture,3,60 kg,2015,"April 5th, 2016",Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,3,m,1600.0,1600.0,1600.0,Average,Average,Average,Average,Low,Average,Low,Low,Low,Low,Average,Average
449,Arabica,consejo salvadoreño del café,El Salvador,agua caliente,1350,apaneca,275,69 kg,2016,"March 29th, 2016",Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.0,0,0.0,Green,0,m,1350.0,1350.0,1350.0,Low,Average,Low,Average,High,Average,Low,Low,Low,Low,Low,Average
450,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500msnm,antigua,150,69 kg,2015,"October 29th, 2015",Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,1,m,1500.0,1500.0,1500.0,Low,High,Average,High,Average,Average,Low,Low,Low,Low,Low,Average
451,Arabica,juan luis alvarado romero,Guatemala,"la esperanza, margarita nuyes",1400-1900 psn,santa rosa,100,69 kg,2015,"September 29th, 2015",Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0.12,0,0.0,Green,3,m,1400.0,1900.0,1650.0,High,Average,Average,High,Average,Average,Low,Low,Low,Low,Average,Average
452,Arabica,taylor winch (coffee) ltd.,Kenya,,approx.1'500 metres a.s.l.,kenya,300,2 kg,2014,"July 3rd, 2015",SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0.0,Bluish-Green,1,m,1.0,500.0,250.5,High,High,High,High,High,High,Low,Low,Low,Low,Low,Average
453,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2014,"June 9th, 2015",,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,Bluish-Green,0,m,800.0,800.0,800.0,Average,Average,High,High,Low,Average,Low,Low,Low,Low,Low,Average
454,Arabica,tutunze kahawa ltd,Tanzania,myanganyanga,1653,mbinga,180,60 kg,2014,"December 12th, 2014",Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,0,0.0,Bluish-Green,6,m,1653.0,1653.0,1653.0,Average,Average,High,Average,Low,Average,Low,Low,Low,Low,High,Average
455,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,232,70 kg,2014,"November 5th, 2014",Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.0,0,0.0,,4,m,1600.0,1950.0,1775.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Average,Average
456,Arabica,kabum trading company,Uganda,kaptanya,1800,eastern,84,60 kg,2014,"October 28th, 2014",SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Bluish-Green,0,m,1800.0,1800.0,1800.0,High,Average,Average,Low,Low,Average,Low,Low,Low,Low,Low,Average
457,Arabica,cafe politico,Colombia,unkown,,,1,4 lbs,2014,"August 25th, 2014",,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.11,10,0.0,Green,3,m,,,,Average,High,Average,Average,Average,Average,Low,Low,Low,High,Average,Average
458,Arabica,mayra yessenia torres,Honduras,el cerron,1450 msnn,ocotepeque,275,1 kg,2013,"April 12th, 2014",Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,5,m,1450.0,1450.0,1450.0,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,High,Average
459,Arabica,,Honduras,los hicaques,1350,comayagua,275,1 kg,2014/2015,"April 8th, 2014",Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,3,m,1350.0,1350.0,1350.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Average,Average
460,Arabica,juan luis alvarado romero,Guatemala,nueva granada,5000 pies,ocotepeque,200,69 kg,2014,"March 27th, 2014",Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0.09,0,0.0,Green,1,ft,1524.0,1524.0,1524.0,Low,High,Low,High,Low,Average,Low,Low,Low,Low,Low,Average
461,Arabica,eileen koyanagi,United States (HI),,,kona,6,100 lbs,2013,"February 7th, 2014",Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,Bluish-Green,0,ft,,,,Low,Average,High,Low,High,Average,Low,Low,Low,Low,Low,Average
462,Arabica,balam hinyula,Tanzania,,1800,kilimanjaro,300,1 kg,2014,"January 31st, 2014",Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,1,m,1800.0,1800.0,1800.0,Average,Average,High,High,Average,Average,Low,Low,Low,Low,Low,Average
463,Arabica,juan luis alvarado romero,Guatemala,finca el morito,4300,santa rosa,250,69 kg,2013,"April 26th, 2013",Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,2,ft,1310.64,1310.64,1310.64,Average,High,Low,Average,Average,Average,Low,Low,Low,Low,Average,Average
464,Arabica,nestor mendez gomez,Mexico,santa cecilia,1500,chiapas,45,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,2,m,1500.0,1500.0,1500.0,High,Average,High,Average,Average,Low,Low,Low,Low,Low,Average,Average
465,Arabica,saul m. hernandez ramirez,Mexico,tlapacoya,532,Hidalgo,10,1 kg,2012,"September 27th, 2012",Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.12,3,0.0,None,8,m,532.0,532.0,532.0,High,Average,High,Average,Low,Average,Low,Low,Low,High,High,Average
466,Arabica,saul m. hernandez ramirez,Mexico,la loma,1089,Hidalgo,10,1 kg,2012,"September 27th, 2012",Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0.14,0,0.0,None,10,m,1089.0,1089.0,1089.0,Average,High,Average,Average,Average,Average,Low,Low,Low,Low,High,Average
467,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1.950 msnm,huila,275,70 kg,2012,"August 31st, 2012",Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,0.11,1,0.0,Green,2,m,1600.0,1950.0,1775.0,Average,Average,Average,Average,Average,High,Low,Low,Low,High,Average,Average
468,Arabica,fernando mendoza aparicio,Mexico,el mirador,700,san isidro,15,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.13,0,0.0,Green,5,m,700.0,700.0,700.0,High,Average,Average,High,Average,Average,Low,Low,Low,Low,High,Average
469,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2012,"June 8th, 2012",Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Blue-Green,0,m,1750.0,1750.0,1750.0,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
470,Arabica,alfredo bojalil,Mexico,finca nueva linda,1380,chiapas,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,,5,m,1380.0,1380.0,1380.0,Low,High,High,Average,Average,Average,Low,Low,Low,Low,High,Average
471,Arabica,nucoffee,Brazil,campo das flores,1000m,Sul de Minas,50,60 kg,2012,"March 19th, 2012",Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,Green,1,m,1000.0,1000.0,1000.0,High,Average,High,Average,Average,Average,Low,Low,Low,Low,Low,Average
472,Arabica,nucoffee,Brazil,são francisco da serra,950m,Minas Gerais,100,60 kg,2012,"February 17th, 2012",Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,4,m,950.0,950.0,950.0,High,Average,Average,Average,Low,Average,Low,Low,Low,Low,Average,Average
473,Arabica,felipe isaza,Guatemala,conquista / morito,4600 ft.,santa rosa,250,2 kg,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,0.0,0,0.0,Green,10,ft,1402.08,1402.08,1402.08,High,Average,High,Average,High,High,Low,Low,Low,Low,High,Average
474,Arabica,nucoffee,Brazil,fazenda do lobo,1000m,Sul de Minas,25,60 kg,2011,"December 3rd, 2011",Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Blue-Green,3,m,1000.0,1000.0,1000.0,High,Average,High,Average,High,Average,Low,Low,Low,Low,Average,Average
475,Arabica,nucoffee,Brazil,olhos d'agua,900m,Sul de Minas,90,60 kg,2011,"October 28th, 2011",,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,0,0.0,,2,m,900.0,900.0,900.0,Average,High,High,Average,Average,Average,Low,Low,Low,Low,Average,Average
476,Arabica,the coffee source inc.,El Salvador,several,1200 mts,santa ana,250,69 kg,2010-2011,"August 23rd, 2011",,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,0,0.0,,3,m,1200.0,1200.0,1200.0,Low,High,High,High,Low,Average,Low,Low,Low,Low,Average,Average
477,Arabica,ethiopia commodity exchange,Ethiopia,tega and tula special coffee farm,1850 m,oromia,300,6,August to December,"June 16th, 2010",,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0.0,,0,m,1850.0,1850.0,1850.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,Average
478,Arabica,carcafe ltda ci,Colombia,,1799,cundinamarca,275,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08,0.0,0,1.0,Green,4,m,1799.0,1799.0,1799.0,Average,Average,Low,Average,High,Average,Low,Low,Low,Low,Average,Average
479,Arabica,racafe & cia s.c.a,Colombia,,,huila,275,70 kg,2016,"January 10th, 2017",Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,7.17,83.08,0.0,1,2.0,Green,5,m,,,,High,Average,Average,Low,High,High,Low,Low,Low,High,High,Average
480,Arabica,ipanema coffees,Brazil,capoeirinha,905,Sul de Minas,320,60 kg,2015,"April 25th, 2016",Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,0,2.0,Bluish-Green,2,m,905.0,905.0,905.0,Average,Average,High,Average,Average,Average,Low,Low,Low,Low,Average,Average
481,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,0.0,0,0.0,Green,3,m,1.0,1.0,1.0,Low,Average,High,Low,High,Low,Low,Low,Low,Low,Average,Average
482,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,700-800m,"dongshan dist., tainan city 臺南市東山區",20,60 kg,2015,"May 19th, 2015",Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,0,0.0,Green,0,m,700.0,800.0,750.0,High,High,Average,High,Average,Low,Low,Low,Low,Low,Low,Average
483,Arabica,bourbon specialty coffees,Brazil,,,chapadão de ferro (cerrado mineiro),300,60 kg,2015,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.11,0,0.0,Green,13,m,,,,Low,Average,High,Average,High,Average,Low,Low,Low,Low,High,Average
484,Arabica,ipanema coffees,Brazil,rio verde,1200,Sul de Minas,300,2 kg,2014/2015,"October 16th, 2014",Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.0,0,0.0,Green,1,m,1200.0,1200.0,1200.0,Average,High,High,Low,Low,Average,Low,Low,Low,Low,Low,Average
485,Arabica,eric thormaehlen,Costa Rica,various,1200-1400,central valley,250,1 kg,2014,"July 15th, 2014",Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,Green,3,m,1200.0,1400.0,1300.0,High,Low,Average,Average,Average,Average,Low,Low,Low,Low,Average,Average
486,Arabica,eileen koyanagi,United States (HI),,,kona,16,100 lbs,2013,"February 19th, 2014",Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,0,0.0,Bluish-Green,8,ft,,,,Low,High,High,Low,High,Average,Low,Low,Low,Low,High,Average
487,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,alishan zou zhu yuan 阿里山鄒築園,1300 m,chiayi alishan 嘉義縣阿里山鄉,50,30 kg,2013/2014,"December 26th, 2013",Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0.0,,0,m,1300.0,1300.0,1300.0,High,High,Average,Average,Average,Average,Low,Low,Low,Low,Low,Average
488,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,6,100 lbs,2012,"March 8th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,Bluish-Green,0,ft,,,,High,High,Low,Low,High,Average,Low,Low,Low,Low,Low,Average
489,Arabica,maria luisa del carmen rojas narvaez,Mexico,santa maria,1400,oaxaca,10,1 kg,2012,"June 6th, 2012",Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,,1,m,1400.0,1400.0,1400.0,High,Average,Average,High,Average,Average,Low,Low,Low,Low,Low,Average
490,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,7,100 lbs,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,83.08,0.0,1,0.0,,4,ft,,,,Average,Average,Average,Average,High,High,Low,Low,Low,High,Average,Average
491,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,6,100 lbs,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,0.12,0,0.0,Green,0,ft,,,,Low,Average,High,High,Average,Average,Low,Low,Low,Low,Low,Average
492,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1.950 msn,huila,275,70 kg,Mayo a Julio,"July 29th, 2011",Caturra,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,0,0.0,,0,m,1600.0,1950.0,1775.0,Low,Low,Low,Average,Low,High,Low,Low,Low,Low,Low,Average
493,Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,250,70 kg,47/2010,"February 22nd, 2011",,,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,1,0.0,,3,m,1880.0,1880.0,1880.0,High,High,Low,Low,Low,High,Low,Low,Low,High,Average,Average
